year,SupplierName,Product,lead_time_real_promedio,lead_time_teorico_promedio,desviacion_promedio,num_pedidos
2014,Proveedor 171,P6119,51.0,10.0,41.0,2
2014,Proveedor 171,P6148,32.0,10.0,22.0,2
2014,Proveedor 171,P6224,18.0,10.0,8.0,2
2014,Proveedor 171,P6273,59.0,10.0,49.0,1
2014,Proveedor 171,P6301,55.0,10.0,45.0,1
2014,Proveedor 171,P6405,53.0,10.0,43.0,1
2014,Proveedor 178,MP03121,42.0,10.0,32.0,2
2014,Proveedor 178,MP03122,31.0,10.0,21.0,7
2014,Proveedor 178,MP03137,49.0,10.0,39.0,1
2014,Proveedor 178,MP03152,41.5,10.0,31.5,4
2014,Proveedor 178,MP03186,36.5,10.0,26.5,2
2014,Proveedor 182,MP06153,34.0,45.0,-11.0,1
2014,Proveedor 182,P9012,28.0,45.0,-17.0,2
2014,Proveedor 182,P9020,55.0,45.0,10.0,1
2014,Proveedor 182,P9021,34.0,45.0,-11.0,1
2014,Proveedor 182,P9026,44.5,45.0,-0.5,2
2014,Proveedor 182,P9028,22.5,45.0,-22.5,2
2014,Proveedor 182,P9054,33.5,45.0,-11.5,2
2014,Proveedor 182,P9108T,40.666666666666664,45.0,-4.333333333333333,3
2014,Proveedor 182,P9117,38.8,45.0,-6.2,5
2014,Proveedor 182,P9122,55.0,45.0,10.0,1
2014,Proveedor 182,P9123,42.25,45.0,-2.75,4
2014,Proveedor 182,P9157T,21.5,45.0,-23.5,2
2014,Proveedor 182,P9158T,50.0,45.0,5.0,1
2014,Proveedor 182,P9160T,39.25,45.0,-5.75,8
2014,Proveedor 182,P9172,55.0,45.0,10.0,1
2014,Proveedor 182,P9174,35.666666666666664,45.0,-9.333333333333334,3
2014,Proveedor 182,P9176,28.4,45.0,-16.6,5
2014,Proveedor 182,P9178,36.166666666666664,45.0,-8.833333333333334,6
2014,Proveedor 182,P9179,20.0,45.0,-25.0,1
2014,Proveedor 182,P9180,25.0,45.0,-20.0,1
2014,Proveedor 182,P9181,55.0,45.0,10.0,1
2014,Proveedor 182,P9183,37.333333333333336,45.0,-7.666666666666667,3
2014,Proveedor 182,P9184,50.333333333333336,45.0,5.333333333333333,3
2014,Proveedor 182,P9189,29.333333333333332,45.0,-15.666666666666666,3
2014,Proveedor 182,P9195,18.0,45.0,-27.0,1
2014,Proveedor 182,P9203,25.0,45.0,-20.0,1
2014,Proveedor 182,P9218,18.0,45.0,-27.0,1
2014,Proveedor 182,P9224T,43.0,45.0,-2.0,2
2014,Proveedor 182,P9226T,34.333333333333336,45.0,-10.666666666666666,6
2014,Proveedor 182,P9227T,38.57142857142857,45.0,-6.428571428571429,7
2014,Proveedor 182,P9229T,43.0,45.0,-2.0,2
2014,Proveedor 182,P9231T,43.333333333333336,45.0,-1.6666666666666667,3
2014,Proveedor 182,P9232T,48.666666666666664,45.0,3.6666666666666665,3
2014,Proveedor 182,P9233T,31.25,45.0,-13.75,4
2014,Proveedor 182,P9235T,41.2,45.0,-3.8,5
2014,Proveedor 182,P9237T,39.0,45.0,-6.0,2
2014,Proveedor 182,P9238T,37.333333333333336,45.0,-7.666666666666667,6
2014,Proveedor 182,P9239T,35.77777777777778,45.0,-9.222222222222221,9
2014,Proveedor 182,P9241T,19.0,45.0,-26.0,1
2014,Proveedor 182,P9247T,35.77777777777778,45.0,-9.222222222222221,9
2014,Proveedor 182,P9250,41.44444444444444,45.0,-3.5555555555555554,9
2014,Proveedor 182,P9251T,36.5,45.0,-8.5,2
2014,Proveedor 182,P9253,50.0,45.0,5.0,1
2014,Proveedor 182,P9254T,35.27272727272727,45.0,-9.727272727272727,11
2014,Proveedor 182,P9261,19.0,45.0,-26.0,1
2014,Proveedor 182,P9262,47.0,45.0,2.0,2
2014,Proveedor 182,P9263,28.75,45.0,-16.25,4
2014,Proveedor 182,P9267,19.0,45.0,-26.0,1
2014,Proveedor 182,P9268,19.0,45.0,-26.0,1
2014,Proveedor 182,P9270,37.25,45.0,-7.75,4
2014,Proveedor 182,P9277,38.4,45.0,-6.6,5
2014,Proveedor 182,P9280,35.25,45.0,-9.75,8
2014,Proveedor 182,P9283,22.25,45.0,-22.75,4
2014,Proveedor 182,P9289,39.875,45.0,-5.125,8
2014,Proveedor 182,P9293T,31.5,45.0,-13.5,2
2014,Proveedor 182,P9295T,40.0,45.0,-5.0,3
2014,Proveedor 182,P9300T,32.0,45.0,-13.0,11
2014,Proveedor 182,P9301T,44.5,45.0,-0.5,2
2014,Proveedor 182,P9302T,20.0,45.0,-25.0,1
2014,Proveedor 182,P9304,42.75,45.0,-2.25,4
2014,Proveedor 182,P9314T,55.0,45.0,10.0,1
2014,Proveedor 182,P9315,34.0,45.0,-11.0,2
2014,Proveedor 182,P9316,17.0,45.0,-28.0,1
2014,Proveedor 182,P9319T,37.2,45.0,-7.8,5
2014,Proveedor 182,P9320T,29.0,45.0,-16.0,2
2014,Proveedor 182,P9321T,36.75,45.0,-8.25,4
2014,Proveedor 182,P9324,40.25,45.0,-4.75,4
2014,Proveedor 182,P9325,37.75,45.0,-7.25,4
2014,Proveedor 182,P9326,30.5,45.0,-14.5,2
2014,Proveedor 182,P9329,17.0,45.0,-28.0,1
2014,Proveedor 182,P9330,17.0,45.0,-28.0,1
2014,Proveedor 182,P9331,32.833333333333336,45.0,-12.166666666666666,6
2014,Proveedor 182,P9332,20.0,45.0,-25.0,1
2014,Proveedor 182,P9333,34.0,45.0,-11.0,2
2014,Proveedor 182,P9334T,17.0,45.0,-28.0,1
2014,Proveedor 182,P9335T,33.42857142857143,45.0,-11.571428571428571,7
2014,Proveedor 182,P9336T,52.0,45.0,7.0,1
2014,Proveedor 182,P9337T,44.0,45.0,-1.0,1
2014,Proveedor 182,P9338T,25.0,45.0,-20.0,1
2014,Proveedor 182,P9339T,44.0,45.0,-1.0,1
2014,Proveedor 182,P9340T,36.5,45.0,-8.5,2
2014,Proveedor 182,P9341T,20.666666666666668,45.0,-24.333333333333332,3
2014,Proveedor 182,P9342T,31.333333333333332,45.0,-13.666666666666666,6
2014,Proveedor 182,P9343T,30.5,45.0,-14.5,4
2014,Proveedor 182,P9344T,36.38461538461539,45.0,-8.615384615384615,13
2014,Proveedor 182,P9345,34.5,45.0,-10.5,4
2014,Proveedor 182,P9346,42.0,45.0,-3.0,3
2014,Proveedor 182,P9347,39.666666666666664,45.0,-5.333333333333333,3
2014,Proveedor 182,P9348,52.0,45.0,7.0,1
2014,Proveedor 182,P9352,42.0,45.0,-3.0,4
2014,Proveedor 182,P9354,43.0,45.0,-2.0,2
2014,Proveedor 182,P9355,52.0,45.0,7.0,1
2014,Proveedor 182,P9358,47.0,45.0,2.0,2
2014,Proveedor 182,P9361,52.0,45.0,7.0,1
2014,Proveedor 182,P9362,34.2,45.0,-10.8,5
2014,Proveedor 182,P9363,34.0,45.0,-11.0,1
2014,Proveedor 182,P9368,19.0,45.0,-26.0,1
2014,Proveedor 182,P9369,25.0,45.0,-20.0,1
2014,Proveedor 182,P9370,18.0,45.0,-27.0,1
2014,Proveedor 182,P9371,33.2,45.0,-11.8,5
2014,Proveedor 182,P9374,50.0,45.0,5.0,1
2014,Proveedor 182,P9375,39.0,45.0,-6.0,1
2014,Proveedor 182,P9377T,40.0,45.0,-5.0,4
2014,Proveedor 182,P9378T,39.0,45.0,-6.0,3
2014,Proveedor 182,P9379,17.0,45.0,-28.0,1
2014,Proveedor 182,P9381,17.0,45.0,-28.0,1
2014,Proveedor 182,P9382,17.5,45.0,-27.5,2
2014,Proveedor 182,P9386,49.5,45.0,4.5,2
2014,Proveedor 182,P9387,17.666666666666668,45.0,-27.333333333333332,3
2014,Proveedor 182,P9391T,35.5,45.0,-9.5,2
2014,Proveedor 182,P9416,40.0,45.0,-5.0,2
2014,Proveedor 182,P9452T,19.0,45.0,-26.0,1
2014,Proveedor 182,P9454T,52.0,45.0,7.0,1
2014,Proveedor 182,P9466,36.6,45.0,-8.4,5
2014,Proveedor 182,P9467,37.5,45.0,-7.5,2
2014,Proveedor 182,P9476,39.75,45.0,-5.25,4
2014,Proveedor 182,P9477,34.0,45.0,-11.0,1
2014,Proveedor 182,P9478,19.0,45.0,-26.0,1
2014,Proveedor 182,P9479,34.0,45.0,-11.0,1
2014,Proveedor 182,P9480,34.0,45.0,-11.0,1
2014,Proveedor 182,P9481T,33.42857142857143,45.0,-11.571428571428571,7
2014,Proveedor 182,P9482T,37.0,45.0,-8.0,2
2014,Proveedor 182,P9483,50.0,45.0,5.0,1
2014,Proveedor 182,P9486T,34.0,45.0,-11.0,1
2014,Proveedor 182,P9487T,36.666666666666664,45.0,-8.333333333333334,6
2014,Proveedor 182,P9488,42.0,45.0,-3.0,2
2014,Proveedor 182,P9489,34.5,45.0,-10.5,2
2014,Proveedor 182,P9491,29.0,45.0,-16.0,2
2014,Proveedor 182,P9495,50.0,45.0,5.0,1
2014,Proveedor 182,P9497,39.333333333333336,45.0,-5.666666666666667,3
2014,Proveedor 182,P9499T,29.0,45.0,-16.0,3
2014,Proveedor 182,P9516,50.0,45.0,5.0,1
2014,Proveedor 182,P9517T,17.0,45.0,-28.0,1
2014,Proveedor 182,P9520,29.333333333333332,45.0,-15.666666666666666,3
2014,Proveedor 182,P9801,30.333333333333332,45.0,-14.666666666666666,3
2014,Proveedor 182,P9802,44.0,45.0,-1.0,1
2014,Proveedor 182,P9803,38.5,45.0,-6.5,2
2014,Proveedor 182,P9809,26.0,45.0,-19.0,2
2014,Proveedor 182,P98101,32.5,45.0,-12.5,6
2014,Proveedor 182,P98102,51.0,45.0,6.0,2
2014,Proveedor 182,P98105,19.0,45.0,-26.0,1
2014,Proveedor 182,P98109,18.5,45.0,-26.5,2
2014,Proveedor 182,P9811,34.0,45.0,-11.0,5
2014,Proveedor 182,P9813,53.5,45.0,8.5,2
2014,Proveedor 182,P98136,34.0,45.0,-11.0,1
2014,Proveedor 182,P98141T,52.0,45.0,7.0,1
2014,Proveedor 182,P9814T,39.25,45.0,-5.75,4
2014,Proveedor 182,P98152T,55.0,45.0,10.0,1
2014,Proveedor 182,P98156T,23.0,45.0,-22.0,3
2014,Proveedor 182,P9815T,40.4,45.0,-4.6,5
2014,Proveedor 182,P9817,17.0,45.0,-28.0,1
2014,Proveedor 182,P9818,20.0,45.0,-25.0,1
2014,Proveedor 182,P98180,39.0,45.0,-6.0,2
2014,Proveedor 182,P98181T,17.0,45.0,-28.0,1
2014,Proveedor 182,P98182T,55.0,45.0,10.0,1
2014,Proveedor 182,P98184T,50.0,45.0,5.0,1
2014,Proveedor 182,P98187,39.0,45.0,-6.0,1
2014,Proveedor 182,P98190,55.0,45.0,10.0,1
2014,Proveedor 182,P98192T,35.666666666666664,45.0,-9.333333333333334,3
2014,Proveedor 182,P98193,31.166666666666668,45.0,-13.833333333333334,6
2014,Proveedor 182,P98194T,17.0,45.0,-28.0,1
2014,Proveedor 182,P98195T,19.0,45.0,-26.0,1
2014,Proveedor 182,P9823,41.0,45.0,-4.0,3
2014,Proveedor 182,P9824,18.0,45.0,-27.0,1
2014,Proveedor 182,P9825,34.0,45.0,-11.0,2
2014,Proveedor 182,P9828T,42.0,45.0,-3.0,2
2014,Proveedor 182,P9829T,39.333333333333336,45.0,-5.666666666666667,3
2014,Proveedor 182,P9833,19.0,45.0,-26.0,2
2014,Proveedor 182,P9834,30.0,45.0,-15.0,3
2014,Proveedor 182,P9837,37.0,45.0,-8.0,2
2014,Proveedor 182,P9839,47.0,45.0,2.0,3
2014,Proveedor 182,P9840T,50.0,45.0,5.0,1
2014,Proveedor 182,P9843,52.0,45.0,7.0,1
2014,Proveedor 182,P9844,44.0,45.0,-1.0,4
2014,Proveedor 182,P9849,34.666666666666664,45.0,-10.333333333333334,3
2014,Proveedor 182,P9853,45.333333333333336,45.0,0.3333333333333333,3
2014,Proveedor 182,P9854,48.666666666666664,45.0,3.6666666666666665,3
2014,Proveedor 182,P9858T,28.0,45.0,-17.0,2
2014,Proveedor 182,P9862T,37.0,45.0,-8.0,3
2014,Proveedor 182,P9864T,28.0,45.0,-17.0,2
2014,Proveedor 182,P9866T,44.0,45.0,-1.0,1
2014,Proveedor 182,P9872,30.5,45.0,-14.5,2
2014,Proveedor 182,P9873,55.0,45.0,10.0,1
2014,Proveedor 182,P9874,39.8,45.0,-5.2,10
2014,Proveedor 182,P9875,37.2,45.0,-7.8,5
2014,Proveedor 182,P9876,37.75,45.0,-7.25,4
2014,Proveedor 182,P9887,17.0,45.0,-28.0,1
2014,Proveedor 182,P9889,17.0,45.0,-28.0,1
2014,Proveedor 182,P9892,39.0,45.0,-6.0,1
2014,Proveedor 182,P9893,50.0,45.0,5.0,1
2014,Proveedor 182,P9895,36.0,45.0,-9.0,3
2014,Proveedor 182,P9896,19.0,45.0,-26.0,1
2014,Proveedor 182,P9904,17.0,45.0,-28.0,1
2014,Proveedor 182,SE9005,39.0,45.0,-6.0,1
2014,Proveedor 182,SE9020,33.333333333333336,45.0,-11.666666666666666,3
2014,Proveedor 182,SE9041,25.0,45.0,-20.0,4
2014,Proveedor 182,SE9042,52.0,45.0,7.0,1
2014,Proveedor 182,SE9043,17.0,45.0,-28.0,1
2014,Proveedor 182,SE9800,17.0,45.0,-28.0,1
2014,Proveedor 182,SE9902E,28.4,45.0,-16.6,5
2014,Proveedor 207,MP02849,26.833333333333332,10.0,16.833333333333332,6
2014,Proveedor 207,MP02853,25.0,10.0,15.0,4
2014,Proveedor 207,MP029141,50.0,10.0,40.0,1
2014,Proveedor 207,MP029142,50.0,10.0,40.0,1
2014,Proveedor 207,MP07060,39.0,10.0,29.0,1
2014,Proveedor 208,P4648,45.0,20.0,25.0,3
2014,Proveedor 21,MP04994,19.0,10.0,9.0,1
2014,Proveedor 21,MP04995,25.333333333333332,10.0,15.333333333333334,3
2014,Proveedor 21,MP04997,29.0,10.0,19.0,5
2014,Proveedor 21,MP04998,34.25,10.0,24.25,4
2014,Proveedor 21,MP04999,34.8,10.0,24.8,5
2014,Proveedor 22,MP02975,33.0,10.0,23.0,1
2014,Proveedor 221,DEP02455,46.0,10.0,36.0,4
2014,Proveedor 221,DEP02459,41.0,10.0,31.0,3
2014,Proveedor 227,MP02879,47.0,10.0,37.0,1
2014,Proveedor 229,MP02474,33.0,10.0,23.0,1
2014,Proveedor 239,MP019500,51.0,10.0,41.0,2
2014,Proveedor 239,MP019502,17.333333333333332,10.0,7.333333333333333,3
2014,Proveedor 24,MP02700,39.142857142857146,20.0,19.142857142857142,7
2014,Proveedor 24,MP02701,32.75,20.0,12.75,4
2014,Proveedor 24,MP02702,17.0,20.0,-3.0,1
2014,Proveedor 24,MP02703,43.0,20.0,23.0,2
2014,Proveedor 252,MP02961,24.0,10.0,14.0,1
2014,Proveedor 257,MP02479,50.0,10.0,40.0,1
2014,Proveedor 26,MP02608,27.0,10.0,17.0,1
2014,Proveedor 26,MP02921,23.0,10.0,13.0,1
2014,Proveedor 26,MP02929,49.0,10.0,39.0,1
2014,Proveedor 26,MP02930,34.0,10.0,24.0,1
2014,Proveedor 27,MP02829,50.5,10.0,40.5,2
2014,Proveedor 281,MP028144,45.0,10.0,35.0,1
2014,Proveedor 29,MP03304,31.0,10.0,21.0,1
2014,Proveedor 29,MP03306,33.666666666666664,10.0,23.666666666666668,3
2014,Proveedor 29,MP03329,40.5,10.0,30.5,2
2014,Proveedor 30,MP02813,47.0,10.0,37.0,1
2014,Proveedor 30,MP028145,18.0,10.0,8.0,1
2014,Proveedor 30,MP02819,7.0,10.0,-3.0,1
2014,Proveedor 30,MP02903,39.666666666666664,10.0,29.666666666666668,3
2014,Proveedor 30,MP02904,12.5,10.0,2.5,4
2014,Proveedor 30,MP02915,37.0,10.0,27.0,3
2014,Proveedor 30,MP02916,28.75,10.0,18.75,4
2014,Proveedor 30,MP02917,32.5,10.0,22.5,2
2014,Proveedor 30,MP02918,31.0,10.0,21.0,5
2014,Proveedor 30,MP02919,57.0,10.0,47.0,1
2014,Proveedor 30,MP02920,18.0,10.0,8.0,1
2014,Proveedor 30,MP02940,41.0,10.0,31.0,3
2014,Proveedor 30,MP02941,37.4,10.0,27.4,5
2014,Proveedor 30,MP02944,29.0,10.0,19.0,1
2014,Proveedor 30,MP02948,19.333333333333332,10.0,9.333333333333334,3
2014,Proveedor 30,MP02953,15.0,10.0,5.0,1
2014,Proveedor 30,MP02978,35.0,10.0,25.0,1
2014,Proveedor 30,MP02980,30.75,10.0,20.75,4
2014,Proveedor 321,MP03111,33.0,45.0,-12.0,1
2014,Proveedor 321,MP03112,25.0,45.0,-20.0,3
2014,Proveedor 321,MP03113,33.0,45.0,-12.0,1
2014,Proveedor 321,MP03115,22.0,45.0,-23.0,2
2014,Proveedor 321,MP03119,24.0,45.0,-21.0,3
2014,Proveedor 321,MP03139,20.5,45.0,-24.5,2
2014,Proveedor 321,MP03140,22.0,45.0,-23.0,2
2014,Proveedor 321,MP03141,42.5,45.0,-2.5,2
2014,Proveedor 321,MP03142,24.0,45.0,-21.0,1
2014,Proveedor 321,MP03149,20.5,45.0,-24.5,2
2014,Proveedor 321,MP03150,54.0,45.0,9.0,1
2014,Proveedor 321,MP03153,24.5,45.0,-20.5,4
2014,Proveedor 321,MP03157,42.5,45.0,-2.5,2
2014,Proveedor 321,MP03158,22.0,45.0,-23.0,1
2014,Proveedor 321,MP03160,24.0,45.0,-21.0,1
2014,Proveedor 321,MP03176,22.0,45.0,-23.0,1
2014,Proveedor 321,MP03177,22.0,45.0,-23.0,1
2014,Proveedor 321,MP03180,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03181,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03183,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03185,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03187,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03188,44.0,45.0,-1.0,2
2014,Proveedor 321,MP03189,44.0,45.0,-1.0,2
2014,Proveedor 322,MP02220,22.0,45.0,-23.0,1
2014,Proveedor 322,MP02874,22.666666666666668,45.0,-22.333333333333332,3
2014,Proveedor 322,MP02875,28.5,45.0,-16.5,4
2014,Proveedor 322,P9025,35.0,45.0,-10.0,3
2014,Proveedor 322,P9039,35.2,45.0,-9.8,5
2014,Proveedor 322,P9072T,40.666666666666664,45.0,-4.333333333333333,6
2014,Proveedor 322,P9075,32.5,45.0,-12.5,2
2014,Proveedor 322,P9129,36.0,45.0,-9.0,4
2014,Proveedor 322,P9133,27.0,45.0,-18.0,3
2014,Proveedor 322,P9134,38.0,45.0,-7.0,4
2014,Proveedor 322,P9136,24.0,45.0,-21.0,2
2014,Proveedor 322,P9137,36.666666666666664,45.0,-8.333333333333334,6
2014,Proveedor 322,P9138,32.0,45.0,-13.0,4
2014,Proveedor 322,P9151,36.5,45.0,-8.5,4
2014,Proveedor 322,P9154,22.0,45.0,-23.0,1
2014,Proveedor 322,P9164T,46.0,45.0,1.0,2
2014,Proveedor 322,P9168,35.142857142857146,45.0,-9.857142857142858,7
2014,Proveedor 322,P9169,41.0,45.0,-4.0,1
2014,Proveedor 322,P9171,38.666666666666664,45.0,-6.333333333333333,3
2014,Proveedor 322,P9175,35.333333333333336,45.0,-9.666666666666666,3
2014,Proveedor 322,P9185,37.4,45.0,-7.6,5
2014,Proveedor 322,P9187,35.166666666666664,45.0,-9.833333333333334,6
2014,Proveedor 322,P9190,46.0,45.0,1.0,1
2014,Proveedor 322,P9193,36.42857142857143,45.0,-8.571428571428571,7
2014,Proveedor 322,P9194,35.0,45.0,-10.0,1
2014,Proveedor 322,P9197,32.5,45.0,-12.5,2
2014,Proveedor 322,P9198,35.0,45.0,-10.0,1
2014,Proveedor 322,P9205,36.0,45.0,-9.0,4
2014,Proveedor 322,P9207,41.0,45.0,-4.0,1
2014,Proveedor 322,P9210,30.666666666666668,45.0,-14.333333333333334,3
2014,Proveedor 322,P9213,31.0,45.0,-14.0,4
2014,Proveedor 322,P9217,41.0,45.0,-4.0,2
2014,Proveedor 322,P9221,29.666666666666668,45.0,-15.333333333333334,3
2014,Proveedor 322,P9228T,34.8,45.0,-10.2,5
2014,Proveedor 322,P9236T,33.6,45.0,-11.4,5
2014,Proveedor 322,P9240T,39.25,45.0,-5.75,4
2014,Proveedor 322,P9244T,35.0,45.0,-10.0,2
2014,Proveedor 322,P9248T,38.5,45.0,-6.5,6
2014,Proveedor 322,P9249,36.42857142857143,45.0,-8.571428571428571,7
2014,Proveedor 322,P9259,32.0,45.0,-13.0,6
2014,Proveedor 322,P9260,37.4,45.0,-7.6,5
2014,Proveedor 322,P9266,29.0,45.0,-16.0,3
2014,Proveedor 322,P9268,32.5,45.0,-12.5,2
2014,Proveedor 322,P9272,36.42857142857143,45.0,-8.571428571428571,7
2014,Proveedor 322,P9281,46.0,45.0,1.0,1
2014,Proveedor 322,P9282,39.0,45.0,-6.0,3
2014,Proveedor 322,P9284,43.5,45.0,-1.5,4
2014,Proveedor 322,P9291T,33.285714285714285,45.0,-11.714285714285714,7
2014,Proveedor 322,P9292T,29.666666666666668,45.0,-15.333333333333334,3
2014,Proveedor 322,P9294T,39.6,45.0,-5.4,5
2014,Proveedor 322,P9297,32.5,45.0,-12.5,2
2014,Proveedor 322,P9308,41.0,45.0,-4.0,1
2014,Proveedor 322,P9312,41.0,45.0,-4.0,1
2014,Proveedor 322,P9317,35.0,45.0,-10.0,1
2014,Proveedor 322,P9318T,29.5,45.0,-15.5,2
2014,Proveedor 322,P9323,35.0,45.0,-10.0,1
2014,Proveedor 322,P9350,35.0,45.0,-10.0,1
2014,Proveedor 322,P9357,39.0,45.0,-6.0,3
2014,Proveedor 322,P9373,24.0,45.0,-21.0,1
2014,Proveedor 322,P9466,41.0,45.0,-4.0,1
2014,Proveedor 322,P98106,24.0,45.0,-21.0,1
2014,Proveedor 322,P98107,24.0,45.0,-21.0,1
2014,Proveedor 322,P9816,35.0,45.0,-10.0,1
2014,Proveedor 322,P9824,32.5,45.0,-12.5,2
2014,Proveedor 322,P9830,29.5,45.0,-15.5,2
2014,Proveedor 322,P9855,46.0,45.0,1.0,1
2014,Proveedor 322,P9884,40.5,45.0,-4.5,2
2014,Proveedor 322,SE9021,41.0,45.0,-4.0,2
2014,Proveedor 322,SE91000,36.0,45.0,-9.0,4
2014,Proveedor 322,SE91004,46.0,45.0,1.0,1
2014,Proveedor 335,P6001M,44.5,10.0,34.5,2
2014,Proveedor 335,P6017M,36.0,10.0,26.0,1
2014,Proveedor 335,P6089,31.0,10.0,21.0,2
2014,Proveedor 335,P6108M,23.0,10.0,13.0,1
2014,Proveedor 341,P1047,49.0,45.0,4.0,2
2014,Proveedor 341,P2064,40.0,45.0,-5.0,1
2014,Proveedor 341,P2075,52.0,45.0,7.0,2
2014,Proveedor 341,P3057,57.0,45.0,12.0,2
2014,Proveedor 341,P6046,14.5,45.0,-30.5,4
2014,Proveedor 341,P6050,57.0,45.0,12.0,2
2014,Proveedor 341,P6071,61.0,45.0,16.0,1
2014,Proveedor 341,P6095,40.0,45.0,-5.0,1
2014,Proveedor 341,P6115,40.0,45.0,-5.0,1
2014,Proveedor 341,P6229,48.5,45.0,3.5,2
2014,Proveedor 349,MP019602,27.291666666666668,10.0,17.291666666666668,24
2014,Proveedor 349,MP019604,30.4,10.0,20.4,5
2014,Proveedor 351,MP03316,32.0,10.0,22.0,1
2014,Proveedor 351,MP03335,23.0,10.0,13.0,1
2014,Proveedor 36,MP02005,45.0,10.0,35.0,1
2014,Proveedor 36,MP02201,27.0,10.0,17.0,2
2014,Proveedor 36,MP02205,45.0,10.0,35.0,1
2014,Proveedor 36,MP024113,27.0,10.0,17.0,1
2014,Proveedor 36,MP024114,8.0,10.0,-2.0,1
